Location;LocationRate;Month;MonthRate;Weather;WeatherRate;Time;TimeRate
Sweden;3;Jan;4;Rainy;0;Dawn;2
Sweden;3;Jan;4;Snow;0;Dawn;2
Sweden;3;Jan;4;Clear;5;Dusk;3
Sweden;3;Jan;4;Partly cloudy;3;Dusk;3
Sweden;3;Jan;4;Overcast;2;Dusk;3
Sweden;3;Jan;4;Rainy;0;Dusk;3
Sweden;3;Jan;4;Snow;0;Dusk;3
Sweden;3;Feb;4;Clear;5;Night;5
Sweden;3;Feb;4;Partly cloudy;3;Night;5
Sweden;3;Feb;4;Overcast;2;Night;5
Sweden;3;Feb;4;Rainy;0;Night;5
Sweden;3;Feb;4;Snow;0;Night;5
Sweden;3;Feb;4;Clear;5;Dawn;2
Sweden;3;Feb;4;Partly cloudy;3;Dawn;2
Sweden;3;Feb;4;Overcast;2;Dawn;2
Sweden;3;Feb;4;Rainy;0;Dawn;2
Sweden;3;Feb;4;Snow;0;Dawn;2
Sweden;3;Feb;4;Clear;5;Dusk;3
Sweden;3;Feb;4;Partly cloudy;3;Dusk;3
Sweden;3;Feb;4;Overcast;2;Dusk;3
Sweden;3;Feb;4;Rainy;0;Dusk;3
Sweden;3;Feb;4;Snow;0;Dusk;3
Sweden;3;Mar;5;Clear;5;Night;5
Sweden;3;Mar;5;Partly cloudy;3;Night;5
Sweden;3;Mar;5;Overcast;2;Night;5
Sweden;3;Mar;5;Rainy;0;Night;5
Sweden;3;Mar;5;Snow;0;Night;5
Sweden;3;Mar;5;Clear;5;Dawn;2
Sweden;3;Mar;5;Partly cloudy;3;Dawn;2
Sweden;3;Mar;5;Overcast;2;Dawn;2
Sweden;3;Mar;5;Rainy;0;Dawn;2
Sweden;3;Mar;5;Snow;0;Dawn;2
Sweden;3;Mar;5;Clear;5;Dusk;3
Sweden;3;Mar;5;Partly cloudy;3;Dusk;3
Sweden;3;Mar;5;Overcast;2;Dusk;3
Sweden;3;Mar;5;Rainy;0;Dusk;3
Sweden;3;Mar;5;Snow;0;Dusk;3
Sweden;3;Apr;2;Clear;5;Night;5
Sweden;3;Apr;2;Partly cloudy;3;Night;5
Sweden;3;Apr;2;Overcast;2;Night;5
Sweden;3;Apr;2;Rainy;0;Night;5
Sweden;3;Apr;2;Snow;0;Night;5
Sweden;3;Apr;2;Clear;5;Dawn;2
Sweden;3;Apr;2;Partly cloudy;3;Dawn;2
Sweden;3;Apr;2;Overcast;2;Dawn;2
Sweden;3;Apr;2;Rainy;0;Dawn;2
Sweden;3;Apr;2;Snow;0;Dawn;2
Sweden;3;Apr;2;Clear;5;Dusk;3
Sweden;3;Apr;2;Partly cloudy;3;Dusk;3
Sweden;3;Apr;2;Overcast;2;Dusk;3
Sweden;3;Apr;2;Rainy;0;Dusk;3
Sweden;3;Apr;2;Snow;0;Dusk;3
Sweden;3;May;0;Clear;5;Night;5
Sweden;3;May;0;Partly cloudy;3;Night;5
Sweden;3;May;0;Overcast;2;Night;5
Sweden;3;May;0;Rainy;0;Night;5
Sweden;3;May;0;Snow;0;Night;5
Sweden;3;May;0;Clear;5;Dawn;2
Sweden;3;May;0;Partly cloudy;3;Dawn;2
Sweden;3;May;0;Overcast;2;Dawn;2
Sweden;3;May;0;Rainy;0;Dawn;2
Sweden;3;May;0;Snow;0;Dawn;2
Sweden;3;May;0;Clear;5;Dusk;3
Sweden;3;May;0;Partly cloudy;3;Dusk;3
Sweden;3;May;0;Overcast;2;Dusk;3
Sweden;3;May;0;Rainy;0;Dusk;3
Sweden;3;May;0;Snow;0;Dusk;3
Sweden;3;Jun;0;Clear;5;Night;5
Sweden;3;Jun;0;Partly cloudy;3;Night;5
Sweden;3;Jun;0;Overcast;2;Night;5
Sweden;3;Jun;0;Rainy;0;Night;5
Sweden;3;Jun;0;Snow;0;Night;5
Sweden;3;Jun;0;Clear;5;Dawn;2
Sweden;3;Jun;0;Partly cloudy;3;Dawn;2
Sweden;3;Jun;0;Overcast;2;Dawn;2
Sweden;3;Jun;0;Rainy;0;Dawn;2
Sweden;3;Jun;0;Snow;0;Dawn;2
Sweden;3;Jun;0;Clear;5;Dusk;3
Sweden;3;Jun;0;Partly cloudy;3;Dusk;3
Sweden;3;Jun;0;Overcast;2;Dusk;3
Sweden;3;Jun;0;Rainy;0;Dusk;3
Sweden;3;Jun;0;Snow;0;Dusk;3
Sweden;3;Jul;0;Clear;5;Night;5
Sweden;3;Jul;0;Partly cloudy;3;Night;5
Sweden;3;Jul;0;Overcast;2;Night;5
Sweden;3;Jul;0;Rainy;0;Night;5
Sweden;3;Jul;0;Snow;0;Night;5
Sweden;3;Jul;0;Clear;5;Dawn;2
Sweden;3;Jul;0;Partly cloudy;3;Dawn;2
Sweden;3;Jul;0;Overcast;2;Dawn;2
Sweden;3;Jul;0;Rainy;0;Dawn;2
Sweden;3;Jul;0;Snow;0;Dawn;2
Sweden;3;Jul;0;Clear;5;Dusk;3
Sweden;3;Jul;0;Partly cloudy;3;Dusk;3
Sweden;3;Jul;0;Overcast;2;Dusk;3
Sweden;3;Jul;0;Rainy;0;Dusk;3
Sweden;3;Jul;0;Snow;0;Dusk;3
Sweden;3;Aug;2;Clear;5;Night;5
Sweden;3;Aug;2;Partly cloudy;3;Night;5
Sweden;3;Aug;2;Overcast;2;Night;5
Sweden;3;Aug;2;Rainy;0;Night;5
Sweden;3;Aug;2;Snow;0;Night;5
Sweden;3;Aug;2;Clear;5;Dawn;2
Sweden;3;Aug;2;Partly cloudy;3;Dawn;2
Sweden;3;Aug;2;Overcast;2;Dawn;2
Sweden;3;Aug;2;Rainy;0;Dawn;2
Sweden;3;Aug;2;Snow;0;Dawn;2
Sweden;3;Aug;2;Clear;5;Dusk;3
Sweden;3;Aug;2;Partly cloudy;3;Dusk;3
Sweden;3;Aug;2;Overcast;2;Dusk;3
Sweden;3;Aug;2;Rainy;0;Dusk;3
Sweden;3;Aug;2;Snow;0;Dusk;3
Sweden;3;Sep;5;Clear;5;Night;5
Sweden;3;Sep;5;Partly cloudy;3;Night;5
Sweden;3;Sep;5;Overcast;2;Night;5
Sweden;3;Sep;5;Rainy;0;Night;5
Sweden;3;Sep;5;Snow;0;Night;5
Sweden;3;Sep;5;Clear;5;Dawn;2
Sweden;3;Sep;5;Partly cloudy;3;Dawn;2
Sweden;3;Sep;5;Overcast;2;Dawn;2
Sweden;3;Sep;5;Rainy;0;Dawn;2
Sweden;3;Sep;5;Snow;0;Dawn;2
Sweden;3;Sep;5;Clear;5;Dusk;3
Sweden;3;Sep;5;Partly cloudy;3;Dusk;3
Sweden;3;Sep;5;Overcast;2;Dusk;3
Sweden;3;Sep;5;Rainy;0;Dusk;3
Sweden;3;Sep;5;Snow;0;Dusk;3
Sweden;3;Oct;4;Clear;5;Night;5
Sweden;3;Oct;4;Partly cloudy;3;Night;5
Sweden;3;Oct;4;Overcast;2;Night;5
Sweden;3;Oct;4;Rainy;0;Night;5
Sweden;3;Oct;4;Snow;0;Night;5
Sweden;3;Oct;4;Clear;5;Dawn;2
Sweden;3;Oct;4;Partly cloudy;3;Dawn;2
Sweden;3;Oct;4;Overcast;2;Dawn;2
Sweden;3;Oct;4;Rainy;0;Dawn;2
Sweden;3;Oct;4;Snow;0;Dawn;2
Sweden;3;Oct;4;Clear;5;Dusk;3
Sweden;3;Oct;4;Partly cloudy;3;Dusk;3
Sweden;3;Oct;4;Overcast;2;Dusk;3
Sweden;3;Oct;4;Rainy;0;Dusk;3
Sweden;3;Oct;4;Snow;0;Dusk;3
Sweden;3;Nov;4;Clear;5;Night;5
Sweden;3;Nov;4;Partly cloudy;3;Night;5
Sweden;3;Nov;4;Overcast;2;Night;5
Sweden;3;Nov;4;Rainy;0;Night;5
Sweden;3;Nov;4;Snow;0;Night;5
Sweden;3;Nov;4;Clear;5;Dawn;2
Sweden;3;Nov;4;Partly cloudy;3;Dawn;2
Sweden;3;Nov;4;Overcast;2;Dawn;2
Sweden;3;Nov;4;Rainy;0;Dawn;2
Sweden;3;Nov;4;Snow;0;Dawn;2
Sweden;3;Nov;4;Clear;5;Dusk;3
Sweden;3;Nov;4;Partly cloudy;3;Dusk;3
Sweden;3;Nov;4;Overcast;2;Dusk;3
Sweden;3;Nov;4;Rainy;0;Dusk;3
Sweden;3;Nov;4;Snow;0;Dusk;3
Sweden;3;Dec;4;Clear;5;Night;5
Sweden;3;Dec;4;Partly cloudy;3;Night;5
Sweden;3;Dec;4;Overcast;2;Night;5
Sweden;3;Dec;4;Rainy;0;Night;5
Sweden;3;Dec;4;Snow;0;Night;5
Sweden;3;Dec;4;Clear;5;Dawn;2
Sweden;3;Dec;4;Partly cloudy;3;Dawn;2
Sweden;3;Dec;4;Overcast;2;Dawn;2
Sweden;3;Dec;4;Rainy;0;Dawn;2
Sweden;3;Dec;4;Snow;0;Dawn;2
Sweden;3;Dec;4;Clear;5;Dusk;3
Sweden;3;Dec;4;Partly cloudy;3;Dusk;3
Sweden;3;Dec;4;Overcast;2;Dusk;3
Sweden;3;Dec;4;Rainy;0;Dusk;3
Sweden;3;Dec;4;Snow;0;Dusk;3
Denmark;2;Jan;4;Clear;5;Night;5
Denmark;2;Jan;4;Partly cloudy;3;Night;5
Denmark;2;Jan;4;Overcast;2;Night;5
Denmark;2;Jan;4;Rainy;0;Night;5
Denmark;2;Jan;4;Snow;0;Night;5
Denmark;2;Jan;4;Clear;5;Dawn;2
Denmark;2;Jan;4;Partly cloudy;3;Dawn;2
Denmark;2;Jan;4;Overcast;2;Dawn;2
Denmark;2;Jan;4;Rainy;0;Dawn;2
Denmark;2;Jan;4;Snow;0;Dawn;2
Denmark;2;Jan;4;Clear;5;Dusk;3
Denmark;2;Jan;4;Partly cloudy;3;Dusk;3
Denmark;2;Jan;4;Overcast;2;Dusk;3
Denmark;2;Jan;4;Rainy;0;Dusk;3
Denmark;2;Jan;4;Snow;0;Dusk;3
Denmark;2;Feb;4;Clear;5;Night;5
Denmark;2;Feb;4;Partly cloudy;3;Night;5
Denmark;2;Feb;4;Overcast;2;Night;5
Denmark;2;Feb;4;Rainy;0;Night;5
Denmark;2;Feb;4;Snow;0;Night;5
Denmark;2;Feb;4;Clear;5;Dawn;2
Denmark;2;Feb;4;Partly cloudy;3;Dawn;2
Denmark;2;Feb;4;Overcast;2;Dawn;2
Denmark;2;Feb;4;Rainy;0;Dawn;2
Denmark;2;Feb;4;Snow;0;Dawn;2
Denmark;2;Feb;4;Clear;5;Dusk;3
Denmark;2;Feb;4;Partly cloudy;3;Dusk;3
Denmark;2;Feb;4;Overcast;2;Dusk;3
Denmark;2;Feb;4;Rainy;0;Dusk;3
Denmark;2;Feb;4;Snow;0;Dusk;3
Denmark;2;Mar;5;Clear;5;Night;5
Denmark;2;Mar;5;Partly cloudy;3;Night;5
Denmark;2;Mar;5;Overcast;2;Night;5
Denmark;2;Mar;5;Rainy;0;Night;5
Denmark;2;Mar;5;Snow;0;Night;5
Denmark;2;Mar;5;Clear;5;Dawn;2
Denmark;2;Mar;5;Partly cloudy;3;Dawn;2
Denmark;2;Mar;5;Overcast;2;Dawn;2
Denmark;2;Mar;5;Rainy;0;Dawn;2
Denmark;2;Mar;5;Snow;0;Dawn;2
Denmark;2;Mar;5;Clear;5;Dusk;3
Denmark;2;Mar;5;Partly cloudy;3;Dusk;3
Denmark;2;Mar;5;Overcast;2;Dusk;3
Denmark;2;Mar;5;Rainy;0;Dusk;3
Denmark;2;Mar;5;Snow;0;Dusk;3
Denmark;2;Apr;2;Clear;5;Night;5
Denmark;2;Apr;2;Partly cloudy;3;Night;5
Denmark;2;Apr;2;Overcast;2;Night;5
Denmark;2;Apr;2;Rainy;0;Night;5
Denmark;2;Apr;2;Snow;0;Night;5
Denmark;2;Apr;2;Clear;5;Dawn;2
Denmark;2;Apr;2;Partly cloudy;3;Dawn;2
Denmark;2;Apr;2;Overcast;2;Dawn;2
Denmark;2;Apr;2;Rainy;0;Dawn;2
Denmark;2;Apr;2;Snow;0;Dawn;2
Denmark;2;Apr;2;Clear;5;Dusk;3
Denmark;2;Apr;2;Partly cloudy;3;Dusk;3
Denmark;2;Apr;2;Overcast;2;Dusk;3
Denmark;2;Apr;2;Rainy;0;Dusk;3
Denmark;2;Apr;2;Snow;0;Dusk;3
Denmark;2;May;0;Clear;5;Night;5
Denmark;2;May;0;Partly cloudy;3;Night;5
Denmark;2;May;0;Overcast;2;Night;5
Denmark;2;May;0;Rainy;0;Night;5
Denmark;2;May;0;Snow;0;Night;5
Denmark;2;May;0;Clear;5;Dawn;2
Denmark;2;May;0;Partly cloudy;3;Dawn;2
Denmark;2;May;0;Overcast;2;Dawn;2
Denmark;2;May;0;Rainy;0;Dawn;2
Denmark;2;May;0;Snow;0;Dawn;2
Denmark;2;May;0;Clear;5;Dusk;3
Denmark;2;May;0;Partly cloudy;3;Dusk;3
Denmark;2;May;0;Overcast;2;Dusk;3
Denmark;2;May;0;Rainy;0;Dusk;3
Denmark;2;May;0;Snow;0;Dusk;3
Denmark;2;Jun;0;Clear;5;Night;5
Denmark;2;Jun;0;Partly cloudy;3;Night;5
Denmark;2;Jun;0;Overcast;2;Night;5
Denmark;2;Jun;0;Rainy;0;Night;5
Denmark;2;Jun;0;Snow;0;Night;5
Denmark;2;Jun;0;Clear;5;Dawn;2
Denmark;2;Jun;0;Partly cloudy;3;Dawn;2
Denmark;2;Jun;0;Overcast;2;Dawn;2
Denmark;2;Jun;0;Rainy;0;Dawn;2
Denmark;2;Jun;0;Snow;0;Dawn;2
Denmark;2;Jun;0;Clear;5;Dusk;3
Denmark;2;Jun;0;Partly cloudy;3;Dusk;3
Denmark;2;Jun;0;Overcast;2;Dusk;3
Denmark;2;Jun;0;Rainy;0;Dusk;3
Denmark;2;Jun;0;Snow;0;Dusk;3
Denmark;2;Jul;0;Clear;5;Night;5
Denmark;2;Jul;0;Partly cloudy;3;Night;5
Denmark;2;Jul;0;Overcast;2;Night;5
Denmark;2;Jul;0;Rainy;0;Night;5
Denmark;2;Jul;0;Snow;0;Night;5
Denmark;2;Jul;0;Clear;5;Dawn;2
Denmark;2;Jul;0;Partly cloudy;3;Dawn;2
Denmark;2;Jul;0;Overcast;2;Dawn;2
Denmark;2;Jul;0;Rainy;0;Dawn;2
Denmark;2;Jul;0;Snow;0;Dawn;2
Denmark;2;Jul;0;Clear;5;Dusk;3
Denmark;2;Jul;0;Partly cloudy;3;Dusk;3
Denmark;2;Jul;0;Overcast;2;Dusk;3
Denmark;2;Jul;0;Rainy;0;Dusk;3
Denmark;2;Jul;0;Snow;0;Dusk;3
Denmark;2;Aug;2;Clear;5;Night;5
Denmark;2;Aug;2;Partly cloudy;3;Night;5
Denmark;2;Aug;2;Overcast;2;Night;5
Denmark;2;Aug;2;Rainy;0;Night;5
Denmark;2;Aug;2;Snow;0;Night;5
Denmark;2;Aug;2;Clear;5;Dawn;2
Denmark;2;Aug;2;Partly cloudy;3;Dawn;2
Denmark;2;Aug;2;Overcast;2;Dawn;2
Denmark;2;Aug;2;Rainy;0;Dawn;2
Denmark;2;Aug;2;Snow;0;Dawn;2
Denmark;2;Aug;2;Clear;5;Dusk;3
Denmark;2;Aug;2;Partly cloudy;3;Dusk;3
Denmark;2;Aug;2;Overcast;2;Dusk;3
Denmark;2;Aug;2;Rainy;0;Dusk;3
Denmark;2;Aug;2;Snow;0;Dusk;3
Denmark;2;Sep;5;Clear;5;Night;5
Denmark;2;Sep;5;Partly cloudy;3;Night;5
Denmark;2;Sep;5;Overcast;2;Night;5
Denmark;2;Sep;5;Rainy;0;Night;5
Denmark;2;Sep;5;Snow;0;Night;5
Denmark;2;Sep;5;Clear;5;Dawn;2
Denmark;2;Sep;5;Partly cloudy;3;Dawn;2
Denmark;2;Sep;5;Overcast;2;Dawn;2
Denmark;2;Sep;5;Rainy;0;Dawn;2
Denmark;2;Sep;5;Snow;0;Dawn;2
Denmark;2;Sep;5;Clear;5;Dusk;3
Denmark;2;Sep;5;Partly cloudy;3;Dusk;3
Denmark;2;Sep;5;Overcast;2;Dusk;3
Denmark;2;Sep;5;Rainy;0;Dusk;3
Denmark;2;Sep;5;Snow;0;Dusk;3
Denmark;2;Oct;4;Clear;5;Night;5
Denmark;2;Oct;4;Partly cloudy;3;Night;5
Denmark;2;Oct;4;Overcast;2;Night;5
Denmark;2;Oct;4;Rainy;0;Night;5
Denmark;2;Oct;4;Snow;0;Night;5
Denmark;2;Oct;4;Clear;5;Dawn;2
Denmark;2;Oct;4;Partly cloudy;3;Dawn;2
Denmark;2;Oct;4;Overcast;2;Dawn;2
Denmark;2;Oct;4;Rainy;0;Dawn;2
Denmark;2;Oct;4;Snow;0;Dawn;2
Denmark;2;Oct;4;Clear;5;Dusk;3
Denmark;2;Oct;4;Partly cloudy;3;Dusk;3
Denmark;2;Oct;4;Overcast;2;Dusk;3
Denmark;2;Oct;4;Rainy;0;Dusk;3
Denmark;2;Oct;4;Snow;0;Dusk;3
Denmark;2;Nov;4;Clear;5;Night;5
Denmark;2;Nov;4;Partly cloudy;3;Night;5
Denmark;2;Nov;4;Overcast;2;Night;5
Denmark;2;Nov;4;Rainy;0;Night;5
Denmark;2;Nov;4;Snow;0;Night;5
Denmark;2;Nov;4;Clear;5;Dawn;2
Denmark;2;Nov;4;Partly cloudy;3;Dawn;2
Denmark;2;Nov;4;Overcast;2;Dawn;2
Denmark;2;Nov;4;Rainy;0;Dawn;2
Denmark;2;Nov;4;Snow;0;Dawn;2
Denmark;2;Nov;4;Clear;5;Dusk;3
Denmark;2;Nov;4;Partly cloudy;3;Dusk;3
Denmark;2;Nov;4;Overcast;2;Dusk;3
Denmark;2;Nov;4;Rainy;0;Dusk;3
Denmark;2;Nov;4;Snow;0;Dusk;3
Denmark;2;Dec;4;Clear;5;Night;5
Denmark;2;Dec;4;Partly cloudy;3;Night;5
Denmark;2;Dec;4;Overcast;2;Night;5
Denmark;2;Dec;4;Rainy;0;Night;5
Denmark;2;Dec;4;Snow;0;Night;5
Denmark;2;Dec;4;Clear;5;Dawn;2
Denmark;2;Dec;4;Partly cloudy;3;Dawn;2
Denmark;2;Dec;4;Overcast;2;Dawn;2
Denmark;2;Dec;4;Rainy;0;Dawn;2
Denmark;2;Dec;4;Snow;0;Dawn;2
Denmark;2;Dec;4;Clear;5;Dusk;3
Denmark;2;Dec;4;Partly cloudy;3;Dusk;3
Denmark;2;Dec;4;Overcast;2;Dusk;3
Denmark;2;Dec;4;Rainy;0;Dusk;3
Denmark;2;Dec;4;Snow;0;Dusk;3
Belgium;0;Jun;0;Snow;0;Dawn;0
